2012-10-03 15:38:27,0,0,00:00:00,00:00:00
2012-10-03 16:39:22,4,0,00:00:33,00:00:00
2012-10-03 16:57:09,4,0,00:02:25,00:00:00
2012-10-03 17:01:01,0,0,00:00:00,00:00:00
2012-10-03 17:02:01,0,0,00:00:00,00:00:00
2012-10-03 17:03:01,4,0,00:00:33,00:00:00
2012-10-03 17:04:01,0,0,00:00:00,00:00:00
2012-10-03 17:05:01,0,0,00:00:00,00:00:00
2012-10-03 17:06:01,0,0,00:00:00,00:00:00
2012-10-03 17:07:02,0,0,00:00:00,00:00:00
2012-10-03 17:08:01,0,0,00:00:00,00:00:00
2012-10-03 17:09:01,0,0,00:00:00,00:00:00
2012-10-03 17:10:01,0,0,00:00:00,00:00:00
2012-10-03 17:11:01,0,0,00:00:00,00:00:00
2012-10-03 17:12:01,0,0,00:00:00,00:00:00
2012-10-03 17:13:01,0,0,00:00:00,00:00:00
2012-10-03 17:14:01,0,0,00:00:00,00:00:00
2012-10-03 17:15:01,0,0,00:00:00,00:00:00
2012-10-03 17:16:01,0,0,00:00:00,00:00:00
2012-10-03 17:17:01,0,0,00:00:00,00:00:00
2012-10-03 17:18:01,0,0,00:00:00,00:00:00
2012-10-03 17:19:01,0,0,00:00:00,00:00:00
2012-10-03 17:20:02,0,0,00:00:00,00:00:00
2012-10-03 17:21:01,0,0,00:00:00,00:00:00
2012-10-03 17:22:01,0,0,00:00:00,00:00:00
2012-10-03 17:23:01,0,0,00:00:00,00:00:00
2012-10-03 17:24:01,0,0,00:00:00,00:00:00
2012-10-03 17:25:01,0,0,00:00:00,00:00:00
2012-10-03 17:26:01,0,0,00:00:00,00:00:00
2012-10-03 17:27:01,0,0,00:00:00,00:00:00
2012-10-03 17:28:01,6,0,00:00:22,00:00:00
2012-10-03 17:29:01,0,0,00:00:00,00:00:00
2012-10-03 17:30:02,0,0,00:00:00,00:00:00
2012-10-03 17:31:01,0,0,00:00:00,00:00:00
2012-10-03 17:32:01,6,0,00:00:57,00:00:00
2012-10-03 17:33:01,0,0,00:00:00,00:00:00
2012-10-03 17:34:01,0,0,00:00:00,00:00:00
2012-10-03 17:35:01,0,0,00:00:00,00:00:00
2012-10-03 17:36:01,0,0,00:00:00,00:00:00
2012-10-03 17:37:01,0,0,00:00:00,00:00:00
2012-10-03 17:38:01,0,0,00:00:00,00:00:00
2012-10-03 17:39:01,6,0,00:01:00,00:00:01
2012-10-03 17:40:01,0,0,00:00:00,00:00:00
2012-10-03 17:41:01,0,0,00:00:00,00:00:00
2012-10-03 17:42:01,0,0,00:00:00,00:00:00
2012-10-03 17:43:01,0,0,00:00:00,00:00:00
2012-10-03 17:44:01,0,0,00:00:00,00:00:00
2012-10-03 17:45:01,0,0,00:00:00,00:00:00
2012-10-03 17:46:01,0,0,00:00:00,00:00:00
2012-10-03 17:47:01,0,0,00:00:00,00:00:00
2012-10-03 17:48:01,0,0,00:00:00,00:00:00
2012-10-03 17:49:01,0,0,00:00:00,00:00:00
2012-10-03 17:50:01,0,0,00:00:00,00:00:00
2012-10-03 17:51:01,0,0,00:00:00,00:00:00
2012-10-03 17:52:01,6,0,00:00:21,00:00:00
2012-10-03 17:53:01,0,0,00:00:00,00:00:00
2012-10-03 17:54:01,0,0,00:00:00,00:00:00
2012-10-03 17:55:01,0,0,00:00:00,00:00:00
