2012-10-18 00:00:01,0,81721,00:00:00,00:00:00
2012-10-18 00:01:01,0,81715,00:00:00,00:00:00
2012-10-18 00:02:01,0,81709,00:00:00,00:00:00
2012-10-18 00:03:01,0,81703,00:00:00,00:00:00
2012-10-18 00:04:01,0,81697,00:00:00,00:00:00
2012-10-18 00:05:02,0,81692,00:00:00,00:00:00
2012-10-18 00:06:01,0,81686,00:00:00,00:00:00
2012-10-18 00:07:01,0,81680,00:00:00,00:00:00
2012-10-18 00:08:01,0,81674,00:00:00,00:00:00
2012-10-18 00:09:01,0,81668,00:00:00,00:00:00
2012-10-18 00:10:01,0,81662,00:00:00,00:00:00
2012-10-18 00:11:01,0,81656,00:00:00,00:00:00
2012-10-18 00:12:02,0,81650,00:00:00,00:00:00
2012-10-18 00:13:01,0,81644,00:00:00,00:00:00
2012-10-18 00:14:01,0,81638,00:00:00,00:00:00
2012-10-18 00:15:01,0,81632,00:00:00,00:00:00
2012-10-18 00:16:01,0,81626,00:00:00,00:00:00
2012-10-18 00:17:01,0,81620,00:00:00,00:00:00
2012-10-18 00:18:01,0,81614,00:00:00,00:00:00
2012-10-18 00:19:01,0,81608,00:00:00,00:00:00
2012-10-18 00:20:02,0,81602,00:00:00,00:00:00
2012-10-18 00:21:01,0,81596,00:00:00,00:00:00
2012-10-18 00:22:01,0,81590,00:00:00,00:00:00
2012-10-18 00:23:01,0,81584,00:00:00,00:00:00
2012-10-18 00:24:01,0,81578,00:00:00,00:00:00
2012-10-18 00:25:01,0,81572,00:00:00,00:00:00
2012-10-18 00:26:01,0,81566,00:00:00,00:00:00
2012-10-18 00:27:01,0,81560,00:00:00,00:00:00
2012-10-18 00:28:01,0,81554,00:00:00,00:00:01
2012-10-18 00:29:01,0,81548,00:00:00,00:00:00
2012-10-18 00:30:01,0,81542,00:00:00,00:00:00
2012-10-18 00:31:01,0,81536,00:00:00,00:00:00
2012-10-18 00:32:01,0,81530,00:00:00,00:00:00
2012-10-18 00:33:01,0,81525,00:00:00,00:00:00
2012-10-18 00:34:01,0,81519,00:00:00,00:00:00
2012-10-18 00:35:01,0,81513,00:00:00,00:00:00
2012-10-18 00:36:01,0,81507,00:00:00,00:00:00
2012-10-18 00:37:02,0,81501,00:00:00,00:00:00
2012-10-18 00:38:01,0,81495,00:00:00,00:00:00
2012-10-18 00:39:01,0,81489,00:00:00,00:00:00
2012-10-18 00:40:01,0,81483,00:00:00,00:00:00
2012-10-18 00:41:01,0,81477,00:00:00,00:00:00
2012-10-18 00:42:01,0,81471,00:00:00,00:00:00
2012-10-18 00:43:02,0,81465,00:00:00,00:00:00
2012-10-18 00:44:01,0,81459,00:00:00,00:00:00
2012-10-18 00:45:01,0,81453,00:00:00,00:00:00
2012-10-18 00:46:01,0,81447,00:00:00,00:00:00
2012-10-18 00:47:01,0,81441,00:00:00,00:00:00
2012-10-18 00:48:01,0,81435,00:00:00,00:00:00
2012-10-18 00:49:01,0,81429,00:00:00,00:00:00
2012-10-18 00:50:01,0,81423,00:00:00,00:00:00
2012-10-18 00:51:01,0,81417,00:00:00,00:00:01
2012-10-18 00:52:02,0,81411,00:00:00,00:00:00
2012-10-18 00:53:01,0,81405,00:00:00,00:00:00
2012-10-18 00:54:01,0,81399,00:00:00,00:00:00
2012-10-18 00:55:01,0,81393,00:00:00,00:00:00
